statename,year,outcome,Y,lagY,control_2008,control_2009,phase,last_f,last_p,app1,win1,app2,win2,app3,win3,lose_p1,lose_p2,lose,win,control,pr,npr,all,outcomeid,wint,loset,pctscoreA,pctscoreA1,pctscoreA1i,pctscoreA1ii,pctscoreA1iii,pctscoreA2,pctscoreA2i,pctscoreA2ii,pctscoreA3,pctscoreA3i,pctscoreA3ii,pctscoreB,pctscoreB1,pctscoreB1i,pctscoreB1ii,pctscoreB2,pctscoreB2i,pctscoreB2ii,pctscoreB3,pctscoreC,pctscoreC1,pctscoreC2,pctscoreC3,pctscoreC3i,pctscoreC3ii,pctscoreC3iii,pctscoreD,pctscoreD1,pctscoreD1i,pctscoreD1ii,pctscoreD1iii,pctscoreD2,pctscoreD2i,pctscoreD2ii,pctscoreD2iii,pctscoreD2iv,pctscoreD3,pctscoreD3i,pctscoreD3ii,pctscoreD4,pctscoreD4i,pctscoreD4ii,pctscoreD5,pctscoreD5i,pctscoreD5ii,pctscoreE,pctscoreE1,pctscoreE2,pctscoreE2i,pctscoreE2ii,pctscoreF,pctscoreF1,pctscoreF1i,pctscoreF1ii,pctscoreF2,pctscoreF2i,pctscoreF2ii,pctscoreF2iii,pctscoreF2iv,pctscoreF2v,pctscoreF3,pctscoreSTEM,pctscoreTotal,pctscoreTotale,treat1,treat,treat3,section_score,control_mean
"MI",2014,"standards_consortium",1,1,0,1,"Round 2 - 2010",1,1,1,0,1,0,0,0,1,1,1,0,,,1,1,19,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,100,0
"MI",2014,"evalsystem2",1,1,0,0,"Round 2 - 2010",1,0,1,0,1,0,0,0,1,1,1,0,,,1,1,11,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,80,0
"MI",2014,"innovativeschoolsbuild",0,0,0,0,"Round 2 - 2010",0,0,1,0,1,0,0,0,1,1,1,0,,1,,1,13,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,22.5,0
"MI",2014,"evalstenure",1,1,0,0,"Round 2 - 2010",1,1,1,0,1,0,0,0,1,1,1,0,,,1,1,9,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,62.85714,0
"MI",2014,"evalsprofdev",1,1,0,0,"Round 2 - 2010",1,0,1,0,1,0,0,0,1,1,1,0,,,1,1,6,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,62.85714,0
"MI",2014,"standardsadopt",1,1,0,0,"Round 2 - 2010",1,0,1,0,1,0,0,0,1,1,1,0,,1,,1,20,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,100,0
"MI",2014,"data8",1,1,0,0,"Round 2 - 2010",1,0,1,0,1,0,0,0,1,1,1,0,,,1,1,4,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,75,0
"MI",2014,"evalsfire",1,1,0,0,"Round 2 - 2010",1,0,1,0,1,0,0,0,1,1,1,0,,,1,1,5,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,62.85714,0
"MI",2014,"data1",1,1,1,1,"Round 2 - 2010",1,1,1,0,1,0,0,0,1,1,1,0,,,1,1,3,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,75,0
"MI",2014,"pathwaysroutes",0,0,0,0,"Round 2 - 2010",0,0,1,0,1,0,0,0,1,1,1,0,,1,,1,17,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,24.76191,0
"MI",2014,"annualevals",0,0,0,0,"Round 2 - 2010",1,1,1,0,1,0,0,0,1,1,1,0,,1,,1,1,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,78,0
"MI",2014,"evalsreward2",0,0,0,0,"Round 2 - 2010",0,0,1,0,1,0,0,0,1,1,1,0,,,1,1,8,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,62.85714,0
"MI",2014,"evalsystem1",1,1,0,0,"Round 2 - 2010",1,0,1,0,1,0,0,0,1,1,1,0,,,1,1,10,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,80,0
"MI",2014,"measuregrowth",1,1,0,0,"Round 2 - 2010",1,0,1,0,1,0,0,0,1,1,1,0,,,1,1,16,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,80,0
"MI",2014,"common_assessments",1,1,0,0,"Round 2 - 2010",1,1,1,0,1,0,0,0,1,1,1,0,,,1,1,2,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,100,0
"MI",2014,"evalsreward1",1,1,0,0,"Round 2 - 2010",1,0,1,0,1,0,0,0,1,1,1,0,,,1,1,7,0,1,84.96,85.23077,100,87.55556,73.33334,90.66666,87,98,78.66666,96,75.2,96.57143,100,100,100,100,100,100,88,72.76596,75,84,66.66666,73.33334,56.66667,70,55.94203,24.76191,31.42857,28.57143,14.28571,71.37931,80,80,78,62.85714,48,57.33333,34,42.85714,57.14286,28.57143,63,88,38,88.8,60,96,100,95.42857,67.27273,100,100,100,55,60,80,80,22.5,32.5,100,100,76.32,76.32,0,0,0,62.85714,0
"MN",2012,"standards_consortium",0,0,0,1,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,19,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,100,.3333333
"MN",2012,"evalsreward2",1,1,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,8,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,76.42857,.3333333
"MN",2012,"measuregrowth",1,1,0,0,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,16,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,96,.3333333
"MN",2012,"common_assessments",0,0,1,1,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,2,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,94,.3333333
"MN",2012,"evalsystem2",1,1,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,11,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,72,.3333333
"MN",2012,"evalsreward1",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,7,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,76.42857,.3333333
"MN",2012,"data1",1,1,1,1,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,3,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,75,.3333333
"MN",2012,"data8",1,1,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,4,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,75,.3333333
"MN",2012,"annualevals",1,1,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,1,,1,1,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,74,.3333333
"MN",2012,"pathwaysroutes",1,1,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,1,,1,17,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,45.71429,.3333333
"MN",2012,"innovativeschoolsnumber",1,1,1,1,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,1,,1,14,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,,.3333333
"MN",2012,"evalsprofdev",1,1,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,6,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,76.42857,.3333333
"MN",2012,"innovativeschoolsbuild",1,1,1,1,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,1,,1,13,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,,.3333333
"MN",2012,"standardsadopt",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,1,,1,20,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,98,.3333333
"MN",2012,"evalsystem1",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,10,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,72,.3333333
"MN",2012,"evalstenure",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,9,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,76.42857,.3333333
"MN",2012,"lowachieve_intervene",0,0,0,0,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,15,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,66,.3333333
"MN",2012,"prepprogram",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,1,,1,18,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,45.71429,.3333333
"MN",2012,"evalsfire",0,0,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,,1,1,5,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,76.42857,.3333333
"MN",2012,"innovativeschoolsauth",1,1,1,1,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,12,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,,.3333333
"MN",2013,"pathwaysroutes",1,1,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,1,,1,17,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,45.71429,0
"MN",2013,"prepprogram",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,1,,1,18,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,45.71429,0
"MN",2013,"data8",1,1,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,4,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,75,0
"MN",2013,"innovativeschoolsnumber",1,1,1,1,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,1,,1,14,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,,0
"MN",2013,"common_assessments",0,0,1,1,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,2,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,94,0
"MN",2013,"evalsfire",0,0,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,,1,1,5,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,76.42857,0
"MN",2013,"evalsystem2",1,1,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,11,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,72,0
"MN",2013,"evalsprofdev",1,1,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,6,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,76.42857,0
"MN",2013,"evalsystem1",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,10,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,72,0
"MN",2013,"data1",1,1,1,1,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,3,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,75,0
"MN",2013,"innovativeschoolsbuild",1,1,1,1,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,1,,1,13,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,,0
"MN",2013,"evalsreward2",1,1,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,8,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,76.42857,0
"MN",2013,"innovativeschoolsauth",1,1,1,1,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,12,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,,0
"MN",2013,"lowachieve_intervene",0,0,0,0,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,15,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,66,0
"MN",2013,"evalstenure",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,9,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,76.42857,0
"MN",2013,"evalsreward1",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,7,0,1,65.28,65.53846,88,62.22222,68,66.66666,67,66,63.33333,100,56,94.85714,99,100,98,94,,,87,79.14893,75,84,83.33334,,,,60.43478,45.71429,,,,76.55173,96,72,74,76.42857,36.8,41.33333,30,45.71429,,,69,,,77.2,66,80,100,77.14286,96,90,,,97,,,,,,100,100,75,75,0,0,0,76.42857,0
